Twitter Username,bio,username,image_url,profile_data
alexmedvedowsky,Alexandre Medvedowsky - Président du Directoire d' ESL & Network - Président du SYNFIE - #IE #Politique #Economie #RI,AlexandreMedvedowsky,https://pbs.twimg.com/profile_images/2796801140/39c5be0b43ce8a6b90bd7dd9635befcb_400x400.jpeg,{}
alextilley,"Senior Scientist 
@WorldFishCenter
 
@CGIAR
 | Founder 
@talkinoceans
 | 
https://
youtube.com/@scientistonth
erun
…",Alex Tilley,https://pbs.twimg.com/profile_images/1598303129342455809/w0_ek-JC_400x400.jpg,{}
alextosh98,,alextosh98,https://pbs.twimg.com/profile_images/1731762694770810880/Ob42v2Tj_400x400.jpg,
alex_j_white,,alex_j_white,https://pbs.twimg.com/profile_images/1419925832622088208/bVRJxKEJ_400x400.jpg,
ale__ari,"Laurea in #Comunicazione.#Community #Manager.#Social #Media #Addicted.Curiosa curiosa curiosa, perché c'è sempre qualcosa da imparare.",Alessia Tartari,https://pbs.twimg.com/profile_images/2877577427/a04329040e3d0d4d7ad5b1e112deb24c_400x400.jpeg,{}
algoralab,,algoralab,https://pbs.twimg.com/profile_images/1192517495736942593/ccEVcOEn_400x400.jpg,{}
alhydra,,alhydra,https://pbs.twimg.com/profile_images/1680546696227606528/gh4i1Zxy_400x400.jpg,{}
aliamrani,Innovation Strategist.  innovate or quit!,Ali Amrani,https://pbs.twimg.com/profile_images/1256247724430757890/cxilb62Z_400x400.jpg,{}
alibenjilany,,alibenjilany,https://pbs.twimg.com/profile_images/1233379368665219073/6cUeL7vF_400x400.jpg,{}
aliciasactru,#Copywriting y #RedacciónDigital | Ayudo a #empresasverdes a dejar una #HuellaSostenible a través de las #Palabras,Alicia Sacramento,https://pbs.twimg.com/profile_images/1157206788355362817/kCAA0067_400x400.jpg,{}
alidrissi2005,,alidrissi2005,,
AliElSlimani3,,AliElSlimani3,https://pbs.twimg.com/profile_images/1628744287159566338/I2qwyXT-_400x400.jpg,{}
alietteml,,alietteml,https://pbs.twimg.com/profile_images/1442502307388837893/0LGUzgc5_400x400.jpg,
AliMakhtoum,,AliMakhtoum,https://pbs.twimg.com/profile_images/1762250640472825856/78btG8eS_400x400.jpg,
alinenippert,,alinenippert,https://pbs.twimg.com/profile_images/1828102170387869696/pud6vGyD_400x400.jpg,
alinmarktravel,,alinmarktravel,https://pbs.twimg.com/profile_images/1583213184114098176/uTgxJP7Y_400x400.jpg,{}
alinotheking,,alinotheking,https://pbs.twimg.com/profile_images/1757023623192199168/6OPHucMx_400x400.jpg,
alisiahabibi,"Hello, my name is Alisia Habibi. I am a Software Engineer and the co-founder of Nazli Tech Online School.",Alisia Habibi,https://pbs.twimg.com/profile_images/1739884489869074432/8mr177MO_400x400.jpg,{}
alithcyer,South-Sudanese | Author | Administrator| Thought Leader and Analyst| Founder: WWF #HonestConversations/Fantasy,Alith Cyer Mayar (اليط شير ميار ),https://pbs.twimg.com/profile_images/1861155394451628032/slftDP1v_400x400.jpg,{}
alivenowinc,"Global Creative Tech studio building incredible experiences in Gaming, AR/VR/MR, Generative AI & more! Official partners with Snap, Insta, FB & 8th Wall.",AliveNow - Digital & Creative Tech Studio,https://pbs.twimg.com/profile_images/1021763578217431040/Utx9sno2_400x400.jpg,
aliyunik,#Liverpool  #Lakers « Al Hamdulilah ala kulli haal  »,Abu Hafsa  ,https://pbs.twimg.com/profile_images/1979145184123215872/efTVKFQJ_400x400.jpg,
alizaynoune,,Ali Zaynoune,https://pbs.twimg.com/profile_images/1141485285202649089/vpzGmNHw_400x400.jpg,
alizerouali,,alizerouali,https://pbs.twimg.com/profile_images/554359834846691328/bk88FcRo_400x400.jpeg,
ali_enniri,"Travel  Copywriter  businessman  Creative DesignerVideo Maker  ,  20 Years | #camorproduction | The last project #GAME_OF_WOLFS 
Follow Me!",Ali ENNIRI | علي النيري,https://pbs.twimg.com/profile_images/1270564031531757568/_TGqKeAU_400x400.jpg,{}
allam_afc,"صحفي في 
@Yallakoranow


Ex  Data analyst 
@koramania


ما أكتبه هنا هو رأي الشخصي ولا يعبر عن رأي المؤسسة التي أعمل",Mohamed Allam,https://pbs.twimg.com/profile_images/1794167718897229824/KqymjNmg_400x400.jpg,{}
allaniang7,,allaniang7,,
alliche_samir,Bepro : We Develop Football,Samir Alliche,https://pbs.twimg.com/profile_images/1237664279932829698/jzDsGhAz_400x400.jpg,
almasterma,"Almaster.Ma Portail des Masters Ouverts au Maroc 2014/2015,formation continue et initiale,les 
master privé et public, professionnel et spécialisé,",AlMaster.Ma,https://pbs.twimg.com/profile_images/499927912414339072/6i1K3YW0_400x400.jpeg,{}
alogacademy,,Alogacademy,https://pbs.twimg.com/profile_images/1008401655665188864/UVkHsf5e_400x400.jpg,{}
AlognonCarlos,FullStack Developer.,Carlos Alognon,https://pbs.twimg.com/profile_images/1908919305086832640/uYWEpGUd_400x400.jpg,{}
AlphaEchoKilo,"Dad, Husband, QA Analyst, Future pilot",Ali EL KHARROUBI,https://pbs.twimg.com/profile_images/1800695879/n725986397_1048806_9974_400x400.jpg,{}
altenmaroc,ALTEN MAROC est une plateforme pour développer des projets en mode  Nearshore et le représentant du groupe sur le continent africain.,ALTEN MAROC,https://pbs.twimg.com/profile_images/1134105115118505985/VeNFAMZU_400x400.png,
alvariumgrp,,alvariumgrp,https://pbs.twimg.com/profile_images/1488065292148350977/rWG6T8rO_400x400.jpg,
AlwatikBilal,#Salesforce Administration  #Trailhead EXPEDITIONER with over 60 Badges   #Lightning,Alwatik Bilal ,https://pbs.twimg.com/profile_images/1225745761255727104/vIu0-Wyu_400x400.jpg,
alzoubair,"Senior Researcher 
@CharlesUniPrg
 Focused research on MENA politicsDoctor in Law & Politics CEO 
@enfaou
 Social Entrepreneur 
@StateIVLP
 Alumnus",Zoubair Khouaja,https://pbs.twimg.com/profile_images/2515197002/9xmwai91iwu42wvglgt8_400x400.png,{}
al_amal_net,,al_amal_net,https://pbs.twimg.com/profile_images/1634196387859427328/eWY2LVby_400x400.png,
amait0u,"Software Engineer Student 
@1337FIL",Amine Ait Ouazghour,https://pbs.twimg.com/profile_images/1920504654447673344/HqUmhGi1_400x400.jpg,{}
amalelfallah,Minister of digital transition and administration reform - Morocco — Full Professor LIP6 Sorbonne Univ. - member of the COMEST - UNESCO.,Amal El Fallah Seghrouchni,https://pbs.twimg.com/profile_images/1772415393077837824/fb5Q5_rh_400x400.jpg,{}
amalia68000,,amalia68000,https://pbs.twimg.com/profile_images/534848506180427776/KtLVFDiG_400x400.jpeg,{}
amal_sah,,amal_sah,https://pbs.twimg.com/profile_images/1044192180338937856/Cf_Tx2pC_400x400.jpg,
amantrac,,amantrac,,
AmbaFranceMaroc,,AmbaFranceMaroc,,
AmbaMarocFrance,Compte Officiel,Ambassade du Royaume du Maroc en France ,https://pbs.twimg.com/profile_images/1741163435579129856/IvTw7IG7_400x400.jpg,{}
ambitions_s2,,ambitions_s2,https://pbs.twimg.com/profile_images/1630109751001460737/Ade5XOzZ_400x400.jpg,
AmbSuisseMaroc,,AmbSuisseMaroc,https://pbs.twimg.com/profile_images/1819283856916180993/tbVsv9By_400x400.jpg,
amchammorocco,,amchammorocco,https://pbs.twimg.com/profile_images/996045232281210881/7-CaL6IB_400x400.jpg,
amchan,"Senior UX/UI designer for Behavior, prev for 
@LincolnCenter
, 
@MakerBot
, 
@NowThisNews
, 
@HuffPost
. Autodidact. Iowa-ish. Makes dad jokes. Currently in beta.",Amanda Chan,https://pbs.twimg.com/profile_images/893841657128472576/EOjDpeV5_400x400.jpg,{}
amerbenouda,"Believer and Practising Capitalist • VP ABATechnology • CEO Devikal • Reinventing International Business • Former 
@sfliberty
 & Global shaper 
@WEF",Amer Benouda,https://pbs.twimg.com/profile_images/1856452994000146432/J88ZzQiv_400x400.jpg,{}
ame_maroc,,ame_maroc,https://pbs.twimg.com/profile_images/1747324887327207424/L-AJRJCb_400x400.jpg,{}
aminata_fadl,,aminata_fadl,https://pbs.twimg.com/profile_images/1420790354794717192/P14rh2Dc_400x400.jpg,
amina_bourguiba,"#Agile #coach and #scale #Transformation #expert I #tunisia lover  I Tweets in / I Cofounder of 
@boostyourinspiration",Amina Bourguiba ,https://pbs.twimg.com/profile_images/1669486631412178947/sfPRF3M8_400x400.jpg,{}
aminderoui,,aminderoui,https://pbs.twimg.com/profile_images/1920683411288580096/y3Bxcf6i_400x400.jpg,
amineallaf2,,Mohamed Amine Allaf,https://pbs.twimg.com/profile_images/1622298382634033154/jVqgywN2_400x400.jpg,{}
AmineAndam,"PhD student 
@UM6PCC
 | Adversarial Reinforcement Learning",Amine ANDAM ⴰⵎⵉⵏ ⴰⵏⴹⴹⴰⵎ,https://pbs.twimg.com/profile_images/1647984785120284672/72PZ_isa_400x400.jpg,{}
AmineAsfar,Is fate… really that… inexorable…,Sunlightxz,https://pbs.twimg.com/profile_images/1849891679425204224/nglFTLYI_400x400.jpg,
Aminebai,"AI Engineer 
@UM6P_officiel


Music Producer 
@itsEllesmere",Dopamine ,https://pbs.twimg.com/profile_images/1922069836034723840/hTL_z39E_400x400.jpg,
aminedev27,,aminedev27,,
aminekaiza,"Content Creator / Kick Partner
 Ex Pro Fifa Player
 aminekaiza@gmail.com
Casablanca",KaiZa ,https://pbs.twimg.com/profile_images/1862560700440117248/a4UYB4K7_400x400.jpg,{}
aminemounir8,,aminemounir8,https://pbs.twimg.com/profile_images/963358165021659136/dJuJTqFn_400x400.jpg,
AmineSAIHI759,,Amine SAIHI,https://pbs.twimg.com/profile_images/1944547974849191936/J2atp5Wc_400x400.jpg,{}
AmineSoukara,Боль неизбежна. Страдание необязательно,ＤＡＭＩＥＮ ＳＯＵＫＡＲＡ,https://pbs.twimg.com/profile_images/1391241065726894080/KIlUbHmP_400x400.jpg,
amine_bk99,Software Engineer,Amine Bazaou,https://pbs.twimg.com/profile_images/1671907487874678785/nnabKfYx_400x400.jpg,
amine_mouhyi,,amine_mouhyi,https://pbs.twimg.com/profile_images/1579518955470917633/qMAV9lxT_400x400.jpg,
Aminox379,"Renewable Energy student.
Learning coding as a hobbie.
Love you all !!
Linkedin: 
http://
linkedin.com/in/mohammed-am
ine-mokhtari-567262255
…",Mokhtari Mohammed,https://pbs.twimg.com/profile_images/1888665400788865024/KCc2ZfTh_400x400.jpg,
amira_gabriel,Opinions mine. Quotations or articles posted do not necessarily indicate agreement.,Amy Gabriel,https://pbs.twimg.com/profile_images/913436630840758273/_0HPZEud_400x400.jpg,{}
ammin_youssouf,,ammin_youssouf,https://pbs.twimg.com/profile_images/1266072825716191233/bqfAclMu_400x400.jpg,
ammoramine,"Proud Muslim,  ex football player. Coach,tactical analyst speaking arabic french english and spanish with some italian , uefa certified coach/ اللهم بارك",Coach Amine Ammor,https://pbs.twimg.com/profile_images/1946985525887606784/6Gctd5HZ_400x400.jpg,
amranidev,"Tech Lead at 
@airbit
 | Open-source contributor  | Traveler  and above all, I’m a human, being",Houssain Amrani,https://pbs.twimg.com/profile_images/1643804837866360832/z0DlV7A9_400x400.jpg,
amraouimustapha,,amraouimustapha,https://pbs.twimg.com/profile_images/1151402866793418752/BJ1-ZGKh_400x400.jpg,
amsenhaji_,Student at 1337,marvel,https://pbs.twimg.com/profile_images/1417565750773047303/xIBPaW4E_400x400.jpg,
amzil61,Time spent with cats is never wasted  Sigmund Freud,mohamed amzil,https://pbs.twimg.com/profile_images/1819074601151868929/SlNDhjt5_400x400.jpg,{}
anabagiri,"Father, Sports Coach, Expert in Global Sports, Scientists, Scriptwriter, Actor, Entrepreneur, ArtsMedia Consultant",Anaclet BAGIRISHYA,https://pbs.twimg.com/profile_images/1885440457276043264/CQZsI5RO_400x400.jpg,{}
AnalysisDefense,Defence Analyst | Data Scientist | Marathoner,Indian Defense Analysis,https://pbs.twimg.com/profile_images/1383119258150871042/RGvPAyER_400x400.jpg,{}
anansoms,,anansoms,https://pbs.twimg.com/profile_images/1521114687567450112/SyQLaIDm_400x400.jpg,
anasbouinghoren,,anasbouinghoren,,
anasdonis,,anasdonis,https://pbs.twimg.com/profile_images/1776064018366578688/MAqYdka__400x400.jpg,
AnasElardi55027,,ELARDI Anas,https://pbs.twimg.com/profile_images/1800810402273542144/wK6TobbU_400x400.jpg,{}
anaselmak,,anaselmak,,
anasennadifi,"Il faut toujours viser la Lune car, même si on ne l'atteint pas...on tombe toujours dans les étoiles! Paris-Rabat",Anas Ennadifi,https://pbs.twimg.com/profile_images/1080761612657659909/lehg0sqD_400x400.jpg,{}
AnasFiguigui_,Level: 25,Anas Figuigui,https://pbs.twimg.com/profile_images/1883632332566904832/SpKYqxvM_400x400.jpg,{}
AnasHamoutni,,AnasHamoutni,https://pbs.twimg.com/profile_images/1853111990610452480/mReRE3-Q_400x400.jpg,
anasheddoun,"Engineer, Web Developer & UX/UI Designer. 
Visit my website at : 

http://
heddoun.com",Anas HEDDOUN,https://pbs.twimg.com/profile_images/798631151611084801/YdX2QfJ5_400x400.jpg,{}
anasmak13,,Anas mak,https://abs.twimg.com/sticky/default_profile_images/default_profile_400x400.png,
anassbensrhir,Technologist,Anass Bensrhir,https://pbs.twimg.com/profile_images/759058517688918016/EzPzfctJ_400x400.jpg,{}
anasselhaddadi,,anasselhaddadi,https://pbs.twimg.com/profile_images/1379183237948391433/6_m6OnRz_400x400.jpg,
AnassRharif,,AnassRharif,https://pbs.twimg.com/profile_images/1491513623818162181/eKuRHUlL_400x400.jpg,
AnassSaidi18,"Un etudiant d'IoT, Marocain d'origine",Anass Saidi,https://pbs.twimg.com/profile_images/1497939152888905734/Y74ugtI3_400x400.jpg,
AnassTissir,,AnassTissir,https://pbs.twimg.com/profile_images/1793004087232921601/7_ydtGQz_400x400.jpg,
AnassX77,,AnassX77,https://pbs.twimg.com/profile_images/1732513889386987520/8Yno5PHT_400x400.jpg,{}
anas_aito,"I tweet #Visual materials about #Data, #NLP, and #Graphs.",Anas Ait aomar,https://pbs.twimg.com/profile_images/1290701182462316545/x3cxKfJG_400x400.jpg,{}
Anas_Qadil,System Programmer,Ⱥɴαs,https://pbs.twimg.com/profile_images/1452377631836577803/MhygA4aN_400x400.jpg,
anaximandus,Homo Ludens. Consultant. Software Developer. Husband. Father. Wisenhimer. Pineapple on Pizza.,Alexander,https://pbs.twimg.com/profile_images/1800544688501301248/nO0V99SC_400x400.jpg,{}
ANA_BreakNews,Africa News Agency (ANA) is the first PANAFRICAN news agency specialising in African economies.,Africa News Agency,https://pbs.twimg.com/profile_images/1879814680165728256/gk_bpgus_400x400.jpg,{}
ana_codes2,Navigating over the unpredictability of chaos,Ana Aguiar,https://pbs.twimg.com/profile_images/1816222368907333634/etrub8n7_400x400.jpg,
ana_namburete,"Associate Professor of Health Data Science/ AI 
@CompSciOxford
.
Tutor in Computer Science 
@PembrokeOxford
.
DPhil/PhD 
@oxengsci
.
Previously 
@SFU
 
@WaterfordUWCSA",Ana Namburete,https://pbs.twimg.com/profile_images/869591254551736320/BVcR3TTb_400x400.jpg,{}
AndrewSCulkin,,AndrewSCulkin,https://pbs.twimg.com/profile_images/874304378198511616/w9fpc1Fd_400x400.jpg,
anir_bellahcen,,anir_bellahcen,,
annebesteiro,,annebesteiro,https://pbs.twimg.com/profile_images/902103785698455554/yjRrMW88_400x400.jpg,
AnneORiordan1,"Mother, Digital Director, Consultant, Healthcare interests, Asia based, born & worked in Europe, worked,lived in Asia, US, Europe . Loves hiking",Anne O'Riordan,https://pbs.twimg.com/profile_images/705688383075414016/UbKkJN6h_400x400.jpg,{}
annmakosinski,,annmakosinski,https://pbs.twimg.com/profile_images/1715119170075906048/qnHbUROU_400x400.jpg,
anold_alphonce,"content creator & Social media administrator 
@soka360tz",Anode360,https://pbs.twimg.com/profile_images/1417471237920538642/QQ9eHfr3_400x400.jpg,{}
anosikec,Professor of Leadership | Facilitating #Systemsthinking #SustainAbility mindset & #Leadership to help institutions manage #complexproblems.,Charles Anosike DBA,https://pbs.twimg.com/profile_images/1746528667545554945/0JiRe2ha_400x400.jpg,{}
anouahanane,,Hanane Anoua,https://pbs.twimg.com/profile_images/838471140435689473/qK1DrkzO_400x400.jpg,{}
anouaraissaoui_,,anouaraissaoui_,https://pbs.twimg.com/profile_images/1961595180206702592/nbZXIaqh_400x400.jpg,
anouaramrani,"Maakt leuke dingen voor TV 
Content Creator | National Football Team Curacao",Anouar Amrani,https://pbs.twimg.com/profile_images/1948784464726757377/6AEYB_nb_400x400.jpg,{}
AnouarBoutouga,Développeur digital 22ans,Anouar Boutouga,https://pbs.twimg.com/profile_images/1588544512581828610/6Qi6nroQ_400x400.jpg,{}
Anouar_Harry,#IoT #Devops #CyberSecurity #CloudComputing #NetworkCommunication #Investissement #Business #Forex #ITEnginner #Student #Webdeveloper,Anouar Harrou,https://pbs.twimg.com/profile_images/1516942871269724160/H-5gtT3r_400x400.jpg,
anpmaroc,L’Agence Nationale des Ports (ANP) est l’organe d’autorité et de régulation du nouveau système portuaire marocain mis en place par la Loi 15-02.,Agence Nationale des Ports,https://pbs.twimg.com/profile_images/1970431835415945218/PYahPms1_400x400.png,{}
ans1genie,,ans1genie,https://pbs.twimg.com/profile_images/1239196411897544704/Lz_hFwQu_400x400.jpg,
ansezz,,ansezz,https://pbs.twimg.com/profile_images/1636485999365705728/I7gbagKb_400x400.jpg,
anthonyrochand,"CEO 
@lesexpertsduweb
 
7000+personnes formées #SocialMedia #ComPublique |
Créateur B2B  |
Expert #IA #SocialListening |
Top Creator Digital Marketing France (X)",Anthony Rochand,https://pbs.twimg.com/profile_images/1973707774556016640/1WFV7Cyh_400x400.jpg,{}
antoinegosset1,,Antoine GOSSET,https://pbs.twimg.com/profile_images/1100815061554266112/-GULncVM_400x400.jpg,{}
antoinetoubhans,"Dad of 3, Engineer, Runner (10k to Marathon).

AI Research Engineer 
@Helsing


Pluralitas non est ponenda sine necessitate.",Antoine Toubhans,https://pbs.twimg.com/profile_images/1919339033596956672/1TkH_D92_400x400.jpg,{}
antrikxh,Postgraduate Researcher (Queen's University Belfast); Former Assistant Professor (Jorhat Engineering College),Syed Ibtisam Tauhidi,https://pbs.twimg.com/profile_images/1383871812795129856/YKDuiQDQ_400x400.jpg,{}
AOpdt23165,,Actu OPDT,https://pbs.twimg.com/profile_images/1916982525877956608/8FIyutyD_400x400.jpg,{}
aouadsaad,Software Engineer,Saad Aouad,https://pbs.twimg.com/profile_images/1892980723058966528/wE5yMd3u_400x400.jpg,{}
AoussiadMehdi,"Front-End Web Developer(JavaScript & React)/ SEO Enthusiast
SquareSpace Web Design
Blogger building a niche affiliate site. 
Find me at:  
http://
mehdiouss.medium.com",Mehdi Aoussiad  ⵣ,https://pbs.twimg.com/profile_images/1429075046883024898/d-1IBo7-_400x400.jpg,{}
apdmaroc,"#1 Centre de #Leadership & #Management au #Maroc, #leader en & #Networking #conferences & #formations pour #Dirigeants d'#entreprises #privées & #publiques",APD Maroc,https://pbs.twimg.com/profile_images/1816570759008911360/C6UFU4Lr_400x400.jpg,{}
Apolloni4n,,Apolloni4n,,
apprentiecpe,,apprentiecpe,https://pbs.twimg.com/profile_images/1690409730382974977/eYB4L8af_400x400.jpg,
arafat877,,arafat877,,
arafati3,Ingénieur INSA LYON (INFORMATIQUE),softwin,https://pbs.twimg.com/profile_images/494115321565810689/xrcLicNc_400x400.jpeg,{}
aramirezfuentes,,aramirezfuentes,https://pbs.twimg.com/profile_images/830799818276663298/Br8SQQ9f_400x400.jpg,
